,year,month,day,OFFICE,IMPORTER.TIN,TARIFF.CODE,ORIGIN.CODE,CIF_USD_EQUIVALENT,QUANTITY,GROSS.WEIGHT,TOTAL.TAXES.USD,RAISED_TAX_AMOUNT_USD,illicit,formatted_date
198430,2014,12,24,OFFICE187,IMPO12564,703101900,CNTRY562,10268.0,23.0,3284.0,53.0,112.0,True,2014-12-24
198431,2014,12,24,OFFICE168,IMPO10228,8547200000,CNTRY825,15682.0,4373.0,442.0,5.0,0.0,False,2014-12-24
198432,2014,12,24,OFFICE197,IMPO16400,4819100000,CNTRY376,20927.0,782.0,312.0,5.0,0.0,False,2014-12-24
198433,2014,12,24,OFFICE127,IMPO10976,3926909229,CNTRY976,775.0,214.0,2060.0,55.0,0.0,False,2014-12-24
198434,2014,12,24,OFFICE185,IMPO16593,9026202009,CNTRY376,1767.0,3.0,1.0,5.0,0.0,False,2014-12-24
198435,2014,12,24,OFFICE197,IMPO10964,5106209901,CNTRY576,605076.0,1.0,1005.0,0.0,0.0,False,2014-12-24
198436,2014,12,24,OFFICE127,IMPO19080,6205200009,CNTRY652,419.0,4.0,298.0,530.0,0.0,False,2014-12-24
198437,2014,12,24,OFFICE162,IMPO10711,9804000000,CNTRY713,107.0,12557.0,7826.0,2892.0,0.0,False,2014-12-24
198438,2014,12,24,OFFICE168,IMPO17820,5402330000,CNTRY680,20182.0,140.0,1.0,28.0,0.0,False,2014-12-24
198439,2014,12,24,OFFICE187,IMPO12228,8501310001,CNTRY994,240.0,361.0,4156.0,5.0,0.0,False,2014-12-24
198440,2014,12,24,OFFICE168,IMPO19420,8479908000,CNTRY123,7101.0,945.0,1.0,5.0,0.0,False,2014-12-24
198441,2014,12,24,OFFICE168,IMPO11454,8427101001,CNTRY323,14037.0,3.0,877.0,19.0,0.0,False,2014-12-24
198442,2014,12,24,OFFICE237,IMPO13482,6205200009,CNTRY184,2350.0,11.0,1.0,5.0,0.0,False,2014-12-24
198443,2014,12,24,OFFICE127,IMPO15135,8538909902,CNTRY680,268.0,819.0,6693.0,5.0,0.0,False,2014-12-24
198444,2014,12,24,OFFICE168,IMPO18788,7419999099,CNTRY976,3593.0,421.0,1211.0,58.0,0.0,False,2014-12-24
198445,2014,12,24,OFFICE168,IMPO10845,8609009090,CNTRY994,21256.0,107.0,294.0,30.0,0.0,False,2014-12-24
198446,2014,12,24,OFFICE186,IMPO13280,5211420000,CNTRY652,2811.0,9520.0,189.0,359.0,0.0,False,2014-12-24
198447,2014,12,24,OFFICE187,IMPO19604,3814001001,CNTRY976,92.0,510.0,276.0,166.0,0.0,False,2014-12-24
198448,2014,12,25,OFFICE51,IMP106237,8703232926,CNTRY376,3336.0,1.0,815210.0,6929.0,0.0,False,2014-12-25
198449,2014,12,25,OFFICE51,IMP834460,9620000000,CNTRY863,25044.0,3202.0,7573.0,709.0,1352.0,True,2014-12-25
198450,2014,12,25,OFFICE51,IMP826164,8517180000,CNTRY759,2497.0,22.0,1724.0,2964.0,0.0,False,2014-12-25
198451,2014,12,25,OFFICE51,IMP440223,8703241128,CNTRY615,195489.0,3228.0,27529.0,1960.0,0.0,False,2014-12-25
198452,2014,12,25,OFFICE51,IMP731188,8704322000,CNTRY680,12372.0,1.0,669860.0,7486.0,0.0,False,2014-12-25
198453,2014,12,25,OFFICE51,IMP287020,8703900000,CNTRY376,161688.0,1.0,3311.0,2490.0,0.0,False,2014-12-25
198454,2014,12,25,OFFICE51,IMP715356,8703232926,CNTRY759,341921.0,1.0,47087.0,7058.0,0.0,False,2014-12-25
198455,2014,12,25,OFFICE51,IMP187612,8703232926,CNTRY680,8550.0,663.0,29392.0,7006.0,0.0,False,2014-12-25
198456,2014,12,25,OFFICE18,IMP159875,8703231119,CNTRY615,40568.0,4859.0,171.0,75.0,0.0,False,2014-12-25
198457,2014,12,25,OFFICE51,IMP243951,8703241128,CNTRY376,2978.0,1.0,873067.0,6417.0,0.0,False,2014-12-25
198458,2014,12,25,OFFICE59,IMP796255,8419191000,CNTRY334,5066.0,932.0,83092.0,466.0,0.0,False,2014-12-25
198459,2014,12,25,OFFICE96,IMP829675,3302100000,CNTRY615,26617.0,1.0,185409.0,1367.0,0.0,False,2014-12-25
198460,2014,12,25,OFFICE51,IMP358915,3004900000,CNTRY376,10277.0,1.0,359332.0,4119.0,0.0,False,2014-12-25
198461,2014,12,25,OFFICE40,IMP831109,8703242900,CNTRY759,39082.0,1.0,331433.0,398.0,0.0,False,2014-12-25
198462,2014,12,25,OFFICE51,IMP120631,8703232926,CNTRY759,400680.0,1.0,1221642.0,616.0,0.0,False,2014-12-25
198463,2014,12,25,OFFICE40,IMP773239,8704212025,CNTRY263,4514.0,13219.0,26105.0,9344.0,0.0,False,2014-12-25
198464,2014,12,25,OFFICE76,IMP828344,9032890000,CNTRY680,747538.0,1.0,1669.0,3252.0,0.0,False,2014-12-25
198465,2014,12,25,OFFICE51,IMP412513,8517180000,CNTRY615,2862.0,1.0,42217.0,513.0,0.0,False,2014-12-25
198466,2014,12,25,OFFICE51,IMP194834,8703232926,CNTRY680,196477.0,1.0,400355.0,655.0,0.0,False,2014-12-25
198467,2014,12,25,OFFICE51,IMP763548,8703232926,CNTRY376,285786.0,1.0,502135.0,3277.0,0.0,False,2014-12-25
198468,2014,12,25,OFFICE51,IMP381347,8703222900,CNTRY376,8907.0,1.0,29500.0,479.0,0.0,False,2014-12-25
198469,2014,12,25,OFFICE51,IMP965305,8703232926,CNTRY277,4916.0,1.0,734015.0,560.0,0.0,False,2014-12-25
198470,2014,12,25,OFFICE51,IMP352883,8703900000,CNTRY376,2827.0,1.0,10227.0,3134.0,0.0,False,2014-12-25
198471,2014,12,25,OFFICE51,IMP296569,8703331226,CNTRY680,74376.0,1294.0,13317.0,19643.0,360.0,True,2014-12-25
198472,2014,12,25,OFFICE81,IMP540754,402101000,CNTRY168,32776.0,1.0,9199.0,148.0,3079.0,True,2014-12-25
198473,2014,12,25,OFFICE51,IMP934643,3004900000,CNTRY376,4429.0,2083.0,437.0,6074.0,0.0,False,2014-12-25
198474,2014,12,25,OFFICE59,IMP468728,8702101319,CNTRY759,73751.0,79.0,1689.0,491.0,0.0,False,2014-12-25
198475,2014,12,25,OFFICE76,IMP738001,8536490000,CNTRY709,2147.0,45.0,7932.0,2749.0,0.0,False,2014-12-25
198476,2014,12,25,OFFICE51,IMP207075,3902100000,CNTRY745,3554.0,1185.0,2598.0,7772.0,730.0,True,2014-12-25
198477,2014,12,25,OFFICE51,IMP924304,8703232926,CNTRY759,312087.0,1.0,798990.0,5824.0,0.0,False,2014-12-25
198478,2014,12,25,OFFICE51,IMP901579,8703232926,CNTRY615,120386.0,1.0,33331.0,508.0,0.0,False,2014-12-25
198479,2014,12,25,OFFICE34,IMP683200,5401100000,CNTRY113,3530.0,1.0,61263.0,396.0,0.0,False,2014-12-25
198480,2014,12,25,OFFICE92,IMP691078,8703210011,CNTRY680,4583.0,1.0,1104.0,9741.0,0.0,False,2014-12-25
198481,2014,12,25,OFFICE40,IMP355376,8703241128,CNTRY759,2883.0,1.0,1962.0,18240.0,0.0,False,2014-12-25
198482,2014,12,25,OFFICE92,IMP728358,5509250000,CNTRY473,7053.0,79.0,19667.0,2681.0,0.0,False,2014-12-25
198483,2014,12,25,OFFICE18,IMP869009,6907100000,CNTRY555,39136.0,3298.0,192.0,7502.0,0.0,False,2014-12-25
198484,2014,12,25,OFFICE59,IMP157985,6406200000,CNTRY713,34643.0,95.0,10174.0,1195.0,0.0,False,2014-12-25
198485,2014,12,25,OFFICE51,IMP555103,8479900000,CNTRY759,30327.0,55.0,25043.0,459.0,0.0,False,2014-12-25
198486,2014,12,25,OFFICE40,IMP831109,8703232926,CNTRY680,13355.0,27310.0,1299634.0,7186.0,0.0,False,2014-12-25
198487,2014,12,25,OFFICE24,IMP287020,8703210011,CNTRY277,91328.0,1.0,1778.0,5322.0,0.0,False,2014-12-25
198488,2014,12,25,OFFICE59,IMP414024,8703222900,CNTRY680,4514.0,121.0,238970.0,3477.0,0.0,False,2014-12-25
198489,2014,12,25,OFFICE51,IMP555305,8517180000,CNTRY376,4945.0,1.0,46197.0,6476.0,0.0,False,2014-12-25
198490,2014,12,25,OFFICE51,IMP965305,8703232926,CNTRY680,10005.0,1.0,277502.0,2921.0,0.0,False,2014-12-25
198491,2014,12,25,OFFICE51,IMP326043,8703900000,CNTRY759,11908.0,1.0,652285.0,4616.0,0.0,False,2014-12-25
198492,2014,12,25,OFFICE51,IMP904748,8703241128,CNTRY376,111084.0,1.0,276634.0,3096.0,0.0,False,2014-12-25
198493,2014,12,25,OFFICE59,IMP659980,8703222900,CNTRY995,2740.0,866.0,1739.0,736.0,0.0,False,2014-12-25
198494,2014,12,25,OFFICE51,IMP178690,8703900000,CNTRY680,4200.0,1.0,35677.0,1414.0,0.0,False,2014-12-25
198495,2014,12,25,OFFICE51,IMP302697,8703232926,CNTRY376,3198.0,6.0,918047.0,6063.0,0.0,False,2014-12-25
198496,2014,12,25,OFFICE51,IMP811494,8509800000,CNTRY759,3859.0,1.0,1024.0,163.0,0.0,False,2014-12-25
198497,2014,12,25,OFFICE51,IMP955120,8703232926,CNTRY376,2930.0,1.0,987768.0,6514.0,0.0,False,2014-12-25
198498,2014,12,25,OFFICE40,IMP819031,8703242900,CNTRY680,2656.0,13.0,23509.0,3115.0,0.0,False,2014-12-25
198499,2014,12,25,OFFICE51,IMP729712,8703232926,CNTRY759,11277.0,1.0,620592.0,5508.0,0.0,False,2014-12-25
198500,2014,12,25,OFFICE51,IMP826164,8703321922,CNTRY376,4379.0,453.0,1832.0,10495.0,0.0,False,2014-12-25
198501,2014,12,25,OFFICE59,IMP348091,8703321922,CNTRY277,91195.0,20.0,369161.0,3649.0,0.0,False,2014-12-25
198502,2014,12,25,OFFICE51,IMP106237,8703232926,CNTRY376,46359.0,2778.0,1713.0,2312.0,0.0,False,2014-12-25
198503,2014,12,25,OFFICE51,IMP280692,8702101319,CNTRY680,297165.0,1.0,629788.0,5785.0,0.0,False,2014-12-25
198504,2014,12,25,OFFICE59,IMP451441,8703241128,CNTRY376,2868.0,1.0,901628.0,7548.0,0.0,False,2014-12-25
198505,2014,12,25,OFFICE51,IMP447299,8702101319,CNTRY680,141992.0,1.0,38391.0,5305.0,0.0,False,2014-12-25
198506,2014,12,25,OFFICE51,IMP188186,8703210011,CNTRY376,8382.0,1.0,201797.0,489.0,0.0,False,2014-12-25
198507,2014,12,25,OFFICE51,IMP440223,8703242900,CNTRY376,256477.0,2349.0,32415.0,3398.0,0.0,False,2014-12-25
198508,2014,12,25,OFFICE94,IMP769319,8703210011,CNTRY654,7199.0,18.0,23503.0,447.0,0.0,False,2014-12-25
198509,2014,12,25,OFFICE51,IMP152015,8703232926,CNTRY376,2842.0,5.0,340733.0,722.0,0.0,False,2014-12-25
198510,2014,12,25,OFFICE51,IMP546339,8703232926,CNTRY680,380602.0,1.0,1236303.0,634.0,0.0,False,2014-12-25
198511,2014,12,25,OFFICE24,IMP546971,4011200029,CNTRY527,3813.0,179.0,145458.0,2663.0,0.0,False,2014-12-25
198512,2014,12,25,OFFICE40,IMP787442,8703900000,CNTRY759,148665.0,1.0,2603.0,19696.0,0.0,False,2014-12-25
198513,2014,12,25,OFFICE51,IMP757191,7225990000,CNTRY759,30605.0,1.0,39.0,348.0,0.0,False,2014-12-25
198514,2014,12,25,OFFICE24,IMP938680,8703231119,CNTRY680,38472.0,1586.0,1812.0,515.0,0.0,False,2014-12-25
198515,2014,12,25,OFFICE51,IMP294703,8703232926,CNTRY759,5014.0,58.0,1087445.0,5621.0,0.0,False,2014-12-25
198516,2014,12,25,OFFICE51,IMP703936,8703232926,CNTRY680,12267.0,1.0,954650.0,6885.0,0.0,False,2014-12-25
198517,2014,12,25,OFFICE81,IMP143135,8703242100,CNTRY321,171097.0,1085.0,46057.0,0.0,0.0,False,2014-12-25
198518,2014,12,25,OFFICE76,IMP703936,8703232926,CNTRY759,228081.0,42.0,2062.0,4922.0,0.0,False,2014-12-25
198519,2014,12,25,OFFICE51,IMP965305,8703241128,CNTRY680,13007.0,2283.0,1070565.0,6052.0,0.0,False,2014-12-25
198520,2014,12,25,OFFICE96,IMP656062,2922430000,CNTRY656,87231.0,1.0,40.0,702.0,723.0,True,2014-12-25
198521,2014,12,25,OFFICE59,IMP358915,8703232926,CNTRY680,2805.0,1.0,3221.0,71781.0,0.0,False,2014-12-25
198522,2014,12,25,OFFICE51,IMP422356,8703241128,CNTRY680,10439.0,5.0,1835.0,3875.0,0.0,False,2014-12-25
198523,2014,12,25,OFFICE40,IMP120631,8703321220,CNTRY994,4636.0,4.0,220407.0,3283.0,0.0,False,2014-12-25
198524,2014,12,25,OFFICE40,IMP294703,8703241128,CNTRY759,8613.0,3.0,34361.0,3712.0,0.0,False,2014-12-25
198525,2014,12,25,OFFICE59,IMP304747,2811220000,CNTRY680,76300.0,4.0,278037.0,3074.0,0.0,False,2014-12-25
198526,2014,12,25,OFFICE40,IMP386453,8703241128,CNTRY680,10641.0,1.0,717282.0,5675.0,0.0,False,2014-12-25
198527,2014,12,25,OFFICE51,IMP731188,8703231221,CNTRY376,85934.0,1.0,26652.0,457.0,0.0,False,2014-12-25
198528,2014,12,25,OFFICE60,IMP839288,8703232926,CNTRY759,3838.0,805.0,1033.0,773.0,0.0,False,2014-12-25
198529,2014,12,25,OFFICE51,IMP157353,8703241128,CNTRY680,3026.0,3088.0,1041166.0,5831.0,0.0,False,2014-12-25
198530,2014,12,25,OFFICE59,IMP679260,8703900000,CNTRY759,4608.0,220.0,289786.0,4431.0,0.0,False,2014-12-25
198531,2014,12,25,OFFICE51,IMP239160,8703241128,CNTRY277,9534.0,1.0,35039.0,748.0,0.0,False,2014-12-25
198532,2014,12,25,OFFICE51,IMP468811,8704212025,CNTRY680,3542.0,1.0,24403.0,703.0,0.0,False,2014-12-25
198533,2014,12,25,OFFICE51,IMP120631,8703232926,CNTRY759,3359.0,1.0,1127505.0,649.0,0.0,False,2014-12-25
198534,2014,12,25,OFFICE51,IMP555305,8703222900,CNTRY376,4353.0,1.0,1799.0,8593.0,0.0,False,2014-12-25
198535,2014,12,25,OFFICE88,IMP355928,8212200000,CNTRY528,76854.0,4855.0,219.0,1203.0,0.0,False,2014-12-25
198536,2014,12,25,OFFICE51,IMP451441,8702902099,CNTRY376,2426.0,21.0,25191.0,2562.0,0.0,False,2014-12-25
198537,2014,12,25,OFFICE51,IMP596580,3904210000,CNTRY252,347797.0,2051.0,161.0,400.0,0.0,False,2014-12-25
198538,2014,12,25,OFFICE51,IMP470362,8703331124,CNTRY680,113962.0,1.0,170029.0,460.0,0.0,False,2014-12-25
198539,2014,12,25,OFFICE60,IMP274239,8702101319,CNTRY680,119441.0,1999.0,174234.0,2566.0,0.0,False,2014-12-25
198540,2014,12,25,OFFICE40,IMP826164,8703241128,CNTRY376,11558.0,4472.0,985259.0,7041.0,0.0,False,2014-12-25
198541,2014,12,25,OFFICE51,IMP278083,8703242200,CNTRY759,19621.0,4768.0,22918.0,331.0,0.0,False,2014-12-25
198542,2014,12,25,OFFICE51,IMP215625,303790000,CNTRY884,100915.0,19.0,236463.0,481.0,0.0,False,2014-12-25
198543,2014,12,25,OFFICE76,IMP552497,3215190019,CNTRY615,144227.0,1.0,432301.0,3774.0,0.0,False,2014-12-25
198544,2014,12,25,OFFICE84,IMP609176,8481800000,CNTRY615,58975.0,3374.0,67739.0,480.0,0.0,False,2014-12-25
198545,2014,12,25,OFFICE51,IMP194834,8703232926,CNTRY376,10358.0,1.0,16338.0,1859.0,0.0,False,2014-12-25
198546,2014,12,25,OFFICE51,IMP216660,8703321922,CNTRY680,12276.0,1.0,684311.0,603.0,0.0,False,2014-12-25
198547,2014,12,25,OFFICE51,IMP267369,8703321922,CNTRY759,276542.0,1.0,937903.0,1036.0,0.0,False,2014-12-25
198548,2014,12,25,OFFICE51,IMP445164,8703232926,CNTRY680,12888.0,1.0,2084.0,5695.0,0.0,False,2014-12-25
198549,2014,12,25,OFFICE51,IMP474316,8703241128,CNTRY376,152379.0,1.0,880912.0,6570.0,0.0,False,2014-12-25
198550,2014,12,25,OFFICE51,IMP638175,4901999000,CNTRY680,165887.0,1.0,27342.0,397.0,0.0,False,2014-12-25
198551,2014,12,25,OFFICE51,IMP333978,7004200000,CNTRY652,3485.0,115.0,81203.0,2480.0,538.0,True,2014-12-25
198552,2014,12,25,OFFICE96,IMP528636,6307200000,CNTRY215,2605.0,969.0,72470.0,23490.0,0.0,False,2014-12-25
198553,2014,12,25,OFFICE51,IMP450852,8703232926,CNTRY680,325023.0,1.0,45899.0,6134.0,0.0,False,2014-12-25
198554,2014,12,25,OFFICE40,IMP300514,8704212025,CNTRY376,2768.0,137.0,86115.0,6773.0,0.0,False,2014-12-25
198555,2014,12,25,OFFICE51,IMP892593,5501200000,CNTRY409,5049.0,273.0,18839.0,177.0,0.0,False,2014-12-25
198556,2014,12,25,OFFICE40,IMP243951,8703232926,CNTRY615,4534.0,1.0,35062.0,746.0,0.0,False,2014-12-25
198557,2014,12,25,OFFICE45,IMP839288,8504100000,CNTRY939,3775.0,14.0,563.0,334.0,0.0,False,2014-12-25
198558,2014,12,25,OFFICE51,IMP445164,8703232926,CNTRY759,10828.0,8814.0,345355.0,497.0,0.0,False,2014-12-25
198559,2014,12,25,OFFICE40,IMP902662,8703232926,CNTRY759,5244.0,1.0,2083.0,8077.0,0.0,False,2014-12-25
198560,2014,12,25,OFFICE40,IMP616173,8702902099,CNTRY376,84604.0,1.0,394622.0,124812.0,0.0,False,2014-12-25
198561,2014,12,25,OFFICE51,IMP221718,8703222900,CNTRY376,9250.0,1890.0,1033.0,2559.0,0.0,False,2014-12-25
198562,2014,12,25,OFFICE59,IMP612779,6210100000,CNTRY881,17838.0,1063.0,1038.0,30085.0,0.0,False,2014-12-25
198563,2014,12,25,OFFICE51,IMP853002,8703241128,CNTRY759,322931.0,1.0,1304308.0,5330.0,0.0,False,2014-12-25
198564,2014,12,25,OFFICE92,IMP286665,8703900000,CNTRY376,4664.0,1.0,2089.0,5091.0,0.0,False,2014-12-25
198565,2014,12,25,OFFICE45,IMP444410,2208700000,CNTRY168,196291.0,1.0,71132.0,397.0,0.0,False,2014-12-25
198566,2014,12,25,OFFICE51,IMP280692,8703321922,CNTRY759,2685.0,43.0,443054.0,5034.0,0.0,False,2014-12-25
198567,2014,12,25,OFFICE60,IMP393792,8703232926,CNTRY680,4886.0,6.0,19572.0,5179.0,0.0,False,2014-12-25
198568,2014,12,25,OFFICE18,IMP288765,9006590000,CNTRY277,52889.0,223.0,16435.0,460.0,0.0,False,2014-12-25
198569,2014,12,25,OFFICE24,IMP448194,8703331226,CNTRY764,4203.0,11519.0,1671.0,3347.0,0.0,False,2014-12-25
198570,2014,12,25,OFFICE51,IMP140416,8702101319,CNTRY615,2785.0,3.0,11839.0,33237.0,0.0,False,2014-12-25
198571,2014,12,25,OFFICE40,IMP995522,8703232926,CNTRY376,10562.0,1654.0,35931.0,521.0,0.0,False,2014-12-25
198572,2014,12,25,OFFICE51,IMP447222,8702101319,CNTRY554,2611.0,506.0,1064.0,77310.0,0.0,False,2014-12-25
198573,2014,12,25,OFFICE51,IMP522479,8703241128,CNTRY376,2388.0,1.0,199218.0,508.0,0.0,False,2014-12-25
198574,2014,12,25,OFFICE51,IMP450852,8703241128,CNTRY454,4336.0,72.0,32692.0,3813.0,0.0,False,2014-12-25
198575,2014,12,25,OFFICE51,IMP130305,8703232926,CNTRY759,153459.0,4.0,249188.0,3489.0,0.0,False,2014-12-25
198576,2014,12,25,OFFICE60,IMP727169,8703232926,CNTRY884,1960.0,79.0,1041.0,2249.0,0.0,False,2014-12-25
198577,2014,12,25,OFFICE76,IMP542083,8703900000,CNTRY759,2726.0,367.0,459936.0,521.0,0.0,False,2014-12-25
198578,2014,12,25,OFFICE51,IMP253740,303790000,CNTRY680,2782.0,4.0,274920.0,3033.0,0.0,False,2014-12-25
198579,2014,12,25,OFFICE51,IMP720753,8702101319,CNTRY680,4070.0,4.0,13404.0,2641.0,0.0,False,2014-12-25
198580,2014,12,25,OFFICE51,IMP545640,8702101319,CNTRY376,275276.0,3487.0,275441.0,3394.0,0.0,False,2014-12-25
198581,2014,12,25,OFFICE59,IMP922219,8517180000,CNTRY680,11084.0,1.0,746373.0,4194.0,0.0,False,2014-12-25
198582,2014,12,25,OFFICE51,IMP445164,8703232926,CNTRY680,2825.0,1.0,1888.0,15238.0,0.0,False,2014-12-25
198583,2014,12,25,OFFICE45,IMP712264,8703232926,CNTRY759,271982.0,3263.0,4452.0,5440.0,0.0,False,2014-12-25
198584,2014,12,25,OFFICE40,IMP314162,8703321922,CNTRY759,14833.0,1.0,23398.0,2080.0,0.0,False,2014-12-25
198585,2014,12,25,OFFICE117,IMPO13210,8308200009,CNTRY846,2949.0,3.0,647.0,5.0,0.0,False,2014-12-25
198586,2014,12,25,OFFICE237,IMPO14044,8424900009,CNTRY376,3455.0,13.0,1.0,12.0,0.0,False,2014-12-25
198587,2014,12,25,OFFICE134,IMPO19776,7606129200,CNTRY123,52884.0,1.0,1043.0,1175.0,0.0,False,2014-12-25
198588,2014,12,25,OFFICE296,IMPO17044,8443321030,CNTRY680,3131.0,1.0,364.0,1173.0,0.0,False,2014-12-25
